smiles	name	properties
CC(=O)OC1(Cc2ccc(F)cc2)CCN(CCc2ccccc2)CC1	C22H26FNO2	unknown
CCC(=O)OC1(Cc2ccc(F)cc2)CCN(CCc2ccccc2)CC1	C23H28FNO2	unknown
CC(=O)OC1(Cc2cccc(F)c2)CCN(CCc2ccccc2)CC1	C22H26FNO2	unknown
CCC(=O)OC1(Cc2cccc(F)c2)CCN(CCc2ccccc2)CC1	C23H28FNO2	unknown
CC(=O)OC1(Cc2ccccc2F)CCN(CCc2ccccc2)CC1	C22H26FNO2	unknown
CCC(=O)OC1(Cc2ccccc2F)CCN(CCc2ccccc2)CC1	C23H28FNO2	unknown
CC(=O)OC1(Cc2ccc(F)cc2)CCN(CCc2ccccc2)CC1C	C23H28FNO2	unknown
OC1(Cc2ccccc2)CCN(CCc2ccccc2)CC1	C20H25NO	unknown
OC1(c2ccccc2)CCN(CCc2ccccc2)CC1	C19H23NO	unknown
CCOC(=O)C1(c2ccccc2)CCN(CCC(=O)c2cccc(F)c2)CC1	C23H26FNO3	unknown
CCOC(=O)C1(c2ccccc2)CCN(CCC(=O)c2ccc(F)cc2)CC1	C23H26FNO3	unknown
CCOC(=O)C1(c2ccccc2)CCN(CCC(=O)c2ccccc2Cl)CC1	C23H26ClNO3	unknown
CCOC(=O)C1(c2ccccc2)CCN(CCC(=O)c2cccc(Cl)c2)CC1	C23H26ClNO3	unknown
CCOC(=O)C1(c2ccccc2)CCN(CCC(=O)c2ccc(Cl)cc2)CC1	C23H26ClNO3	unknown
CCOC(=O)C1(c2ccccc2)CCN(CCC(=O)c2cccc(Br)c2)CC1	C23H26BrNO3	unknown
CCOC(=O)C1(c2ccccc2)CCN(CCC(=O)c2ccc(Br)cc2)CC1	C23H26BrNO3	unknown
CCOC(=O)C1(c2ccccc2)CCN(CCC(=O)c2ccc(I)cc2)CC1	C23H26INO3	unknown
CCOC(=O)C1(c2ccccc2)CCN(CCC(=O)c2ccccc2C)CC1	C24H29NO3	unknown
CCOC(=O)C1(c2ccccc2)CCN(CCC(=O)c2cccc(C)c2)CC1	C24H29NO3	unknown
CCOC(=O)C1(c2ccccc2)CCN(CCC(=O)c2ccc(C)cc2)CC1	C24H29NO3	unknown
CCOC(=O)C1(c2ccccc2)CCN(CCC(=O)c2ccc(C)cc2C)CC1	C25H31NO3	unknown
CCOC(=O)C1(c2ccccc2)CCN(CCC(=O)c2cc(C)ccc2C)CC1	C25H31NO3	unknown
CCOC(=O)C1(c2ccccc2)CCN(CCC(=O)c2ccc(CC)cc2)CC1	C25H31NO3	unknown
CCOC(=O)C1(c2ccccc2)CCN(CCC(=O)c2ccc(C(C)(C)C)cc2)CC1	C27H35NO3	unknown
CCOC(=O)C1(c2ccccc2)CCN(CCC(=O)c2ccccc2O)CC1	C23H27NO4	unknown
CCOC(=O)C1(c2ccccc2)CCN(CCC(=O)c2cccc(O)c2)CC1	C23H27NO4	unknown
CCOC(=O)C1(c2ccccc2)CCN(CCC(=O)c2ccc(O)cc2)CC1	C23H27NO4	unknown
CCOC(=O)C1(c2ccccc2)CCN(CCC(=O)c2cc(O)ccc2O)CC1	C23H27NO5	unknown
CCOC(=O)C1(c2ccccc2)CCN(CCC(=O)c2ccc(C)cc2O)CC1	C24H29NO4	unknown
CCOC(=O)C1(c2ccccc2)CCN(CCC(=O)c2ccc(O)cc2C)CC1	C24H29NO4	unknown
CCOC(=O)C1(c2ccccc2)CCN(CCC(=O)c2ccccc2OC)CC1	C24H29NO4	unknown
CCOC(=O)C1(c2ccccc2)CCN(CCC(=O)c2cccc(OC)c2)CC1	C24H29NO4	unknown
CCOC(=O)C1(c2ccccc2)CCN(CCC(=O)c2ccc(OC)cc2)CC1	C24H29NO4	unknown
CCOC(=O)C1(c2ccccc2)CCN(CCC(=O)c2cc(OC)c(OC)c(OC)c2)CC1	C26H33NO6	unknown
CCOC(=O)C1(c2ccccc2)CCN(CCC(=O)c2cc(OC)c(O)c(OC)c2)CC1	C25H31NO6	unknown
CCCOc1ccc(C(=O)CCN2CCC(C(=O)OCC)(c3ccccc3)CC2)cc1	C26H33NO4	unknown
CCOC(=O)C1(c2ccccc2)CCN(CCC(=O)c2cccc(C(=O)OC)c2)CC1	C25H29NO5	unknown
CCOC(=O)C1(c2ccccc2)CCN(CCC(=O)c2ccccc2[N+](=O)[O-])CC1	C23H26N2O5	unknown
CCOC(=O)C1(c2ccccc2)CCN(CCC(=O)c2cccc([N+](=O)[O-])c2)CC1	C23H26N2O5	unknown
CCOC(=O)C1(c2ccccc2)CCN(CCC(=O)c2ccc([N+](=O)[O-])cc2)CC1	C23H26N2O5	unknown
CCOC(=O)C1(c2ccccc2)CCN(CCC(=O)c2cccc(C#N)c2)CC1	C24H26N2O3	unknown
C#Cc1ccc(C(=O)CCN2CCC(C(=O)OCC)(c3ccccc3)CC2)cc1	C25H27NO3	unknown
C#CCc1ccc(C(=O)CCN2CCC(C(=O)OCC)(c3ccccc3)CC2)cc1	C26H29NO3	unknown
CCOC(=O)C1(c2ccccc2)CCN(CCC(=O)c2ccc(C(=O)OC)cc2)CC1	C25H29NO5	unknown
CCOC(=O)C1(c2ccccc2)CCN(CCC(=O)c2cc(C(C)=O)cc(C(C)=O)c2)CC1	C27H31NO5	unknown
CCOC(=O)C1(c2ccccc2)CCN(CCC(=O)c2ccc(NC(C)=O)cc2)CC1	C25H30N2O4	unknown
CCOC(=O)C1(c2ccccc2)CCN(CCC(=O)c2cccc(N(C)C)c2)CC1	C25H32N2O3	unknown
CCOC(=O)C1(c2ccccc2)CCN(CCC(=O)c2ccc(N(CC)CC)cc2)CC1	C27H36N2O3	unknown
CCOC(=O)C1(c2ccccc2)CCN(CCC(=O)c2cccc(N3CCCCC3)c2)CC1	C28H36N2O3	unknown
CCOC(=O)C1(c2ccccc2)CCN(CCC(=O)c2ccc(N3CCCCC3)cc2)CC1	C28H36N2O3	unknown
CCOC(=O)C1(c2ccccc2)CCN(CCC(=O)c2ccc(OCCN(C)C)cc2)CC1	C27H36N2O4	unknown
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341	C18H21NO3	unknown
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1	C21H27NO	unknown
CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341	C21H23NO5	unknown
C[C@H](CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1	C25H32N2O2	unknown
CCC(=O)N(c1ccccc1C)C1(C(=O)OC)CCN(CCc2ccccc2)CC1	C25H32N2O3	fentanyl
CC(=O)N(c1ccccc1)C1CCN(CCOc2ccccc2)CC1C	C22H28N2O2	fentanyl
CNC(C(C)=O)c1ccc(Br)cc1	C10H12BrNO	unknown
CC(Cc1ccccc1)N(C)C(=O)OC(C)(C)C	C15H23NO2	unknown
CC(C(O)c1ccccc1)N(C)C(=O)OC(C)(C)C	C15H23NO3	unknown
Cc1ccc(C(=O)C(C)N(C)C(=O)OC(C)(C)C)cc1	C16H23NO3	beta-ketone
CNCC(C)Cc1ccc2c(c1)OCO2	C12H17NO2	unknown
CCC(C)C(NC(=O)c1c2ccccc2nn1CCCCCF)C(N)=O	C19H27FN4O2	unknown
CCC(C)C(NC(=O)c1nn(CCCCCF)c2ccccc12)C(N)=O	C19H27FN4O2	cannabinoid
CC(C)C(NC(=O)c1nn(Cc2cccc(F)c2)c2ccccc12)C(N)=O	C20H21FN4O2	cannabinoid
COc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC	C22H28FNO3	unknown
COc1ccccc1N1CCN(CCN(C(=O)C2CCCCC2)c2ccccn2)CC1	C25H34N4O2	unknown
NC(Cc1ccc(Cl)cc1)C(=O)O	C9H10ClNO2	unknown
CC(C)COC(=O)N(C)C(C)Cc1ccc2c(c1)OCO2	C16H23NO4	unknown
CCCCOC(=O)N(C)C(C)Cc1ccc2c(c1)OCO2	C16H23NO4	unknown
C/C(=C\c1ccccc1)CC(C)N	C12H17N	unknown
CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1	C25H34FN3O2	unknown
CN(C(=O)Cc1ccccc1)[C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1	C22H32N2O2	unknown
COC(=O)[C@@H]1C[C@H](OC(=O)CSC#N)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C	C24H27NO8S	unknown
COc1cccc(C2(N)CCCCC2)c1	C13H19NO	arylcycloalkylamine
COc1ccc(C2(N)CCCCC2)cc1	C13H19NO	arylcycloalkylamine
COc1ccc(C2(N3CCCC3)CCCCC2)cc1	C17H25NO	arylcycloalkylamine
Cc1cccc(C2(N3CCCC3)CCCCC2)c1	C17H25N	arylcycloalkylamine
COc1cc(CCNCc2ccccc2F)c(OC)cc1F	C17H19F2NO2	unknown
CCCC(C(=O)c1ccc(O)c(OC)c1)N1CCCC1	C16H23NO3	beta-ketone
CCC(C(=O)c1ccc(C)cc1)N(C)C(=O)c1cc(C)ccc1NC(=O)Nc1ccc(C)cc1	C28H31N3O3	unknown
Cc1ccc(C(=O)c2cn(CCCCCO)c3ccccc23)c2ccccc12	C25H25NO2	cannabinoid
CNC(c1ccccc1)C(C)Cl	C10H14ClN	unknown
CNC(Cc1ccc2c(c1)OCO2)C1CCCCC1	C16H23NO2	unknown
CNC(Cc1ccccc1)Cc1ccc2c(c1)OCO2	C17H19NO2	unknown
CNC(Cc1ccc2c(c1)OCO2)c1ccccc1OC	C17H19NO3	unknown
CNC(Cc1ccc2c(c1)OCO2)c1cccc(OC)c1	C17H19NO3	unknown
CNC(Cc1ccc2c(c1)OCO2)c1ccc(OC)cc1	C17H19NO3	unknown
CNC(Cc1ccc2c(c1)OCO2)c1ccc(F)cc1	C16H16FNO2	unknown
CNC(Cc1ccc2c(c1)OCO2)c1ccccc1C	C17H19NO2	unknown
CNC(Cc1ccc2c(c1)OCO2)c1cccc(C)c1	C17H19NO2	unknown
CNC(Cc1ccc2c(c1)OCO2)c1ccc(C)cc1	C17H19NO2	unknown
CNC(Cc1ccc2c(c1)OCO2)c1cccc2ccccc12	C20H19NO2	unknown
CNC(Cc1ccc2c(c1)OCO2)c1ccc2ccccc2c1	C20H19NO2	unknown
CNC(Cc1ccc2c(c1)OCO2)c1ccc(-c2ccccc2)cc1	C22H21NO2	unknown
COc1cccc(CC(C)NC(=O)C(F)(F)F)c1OC	C13H16F3NO3	unknown
COc1ccc(CC(C)NC(=O)C(F)(F)F)c(OC)c1	C13H16F3NO3	unknown
COc1ccc(OC)c(CC(C)NC(=O)C(F)(F)F)c1	C13H16F3NO3	unknown
COc1cccc(OC)c1CC(C)NC(=O)C(F)(F)F	C13H16F3NO3	unknown
COc1ccc(CC(C)NC(=O)C(F)(F)F)cc1OC	C13H16F3NO3	unknown
COc1cc(CC(C)NC(=O)C(F)(F)F)cc(OC)c1	C13H16F3NO3	unknown
COc1cccc(CC(C)NC(=O)C(F)(F)C(F)(F)F)c1OC	C14H16F5NO3	unknown
COc1ccc(CC(C)NC(=O)C(F)(F)C(F)(F)F)c(OC)c1	C14H16F5NO3	unknown
COc1ccc(OC)c(CC(C)NC(=O)C(F)(F)C(F)(F)F)c1	C14H16F5NO3	unknown
COc1cccc(OC)c1CC(C)NC(=O)C(F)(F)C(F)(F)F	C14H16F5NO3	unknown
COc1ccc(CC(C)NC(=O)C(F)(F)C(F)(F)F)cc1OC	C14H16F5NO3	unknown
COc1cc(CC(C)NC(=O)C(F)(F)C(F)(F)F)cc(OC)c1	C14H16F5NO3	unknown
COc1cccc(CC(C)NC(=O)C(F)(F)C(F)(F)C(F)(F)F)c1OC	C15H16F7NO3	unknown
COc1ccc(CC(C)NC(=O)C(F)(F)C(F)(F)C(F)(F)F)c(OC)c1	C15H16F7NO3	unknown
COc1ccc(OC)c(CC(C)NC(=O)C(F)(F)C(F)(F)C(F)(F)F)c1	C15H16F7NO3	unknown
COc1cccc(OC)c1CC(C)NC(=O)C(F)(F)C(F)(F)C(F)(F)F	C15H16F7NO3	unknown
COc1ccc(CC(C)NC(=O)C(F)(F)C(F)(F)C(F)(F)F)cc1OC	C15H16F7NO3	unknown
COc1cc(CC(C)NC(=O)C(F)(F)C(F)(F)C(F)(F)F)cc(OC)c1	C15H16F7NO3	unknown
CN1CC=C(c2c[nH]c3ccc(C#N)cc23)CC1	C15H15N3	unknown
CN1CC=C(c2c[nH]c3ccc([N+](=O)[O-])cc23)CC1	C14H15N3O2	unknown
CN1CC=C(c2c[nH]c3ccc(F)cc23)CC1	C14H15FN2	unknown
CN1CC=C(c2c[nH]c3ccc(Cl)cc23)CC1	C14H15ClN2	unknown
Cc1ccc2[nH]cc(C3=CCN(C)CC3)c2c1	C15H18N2	unknown
CN(C)C1CC=C(c2c[nH]c3ccc(C#N)cc23)CC1	C17H19N3	unknown
CN(C)C1CC=C(c2c[nH]c3ccc([N+](=O)[O-])cc23)CC1	C16H19N3O2	unknown
CN(C)C1CC=C(c2c[nH]c3ccc(F)cc23)CC1	C16H19FN2	unknown
CN(C)C1CC=C(c2c[nH]c3ccc(Br)cc23)CC1	C16H19BrN2	unknown
CN(C)C1CC=C(c2c[nH]c3ccc(Cl)cc23)CC1	C16H19ClN2	unknown
CN(C)C1CC=C(c2c[nH]c3ccccc23)CC1	C16H20N2	unknown
COc1ccc2[nH]cc(C3=CCC(N(C)C)CC3)c2c1	C17H22N2O	unknown
Cc1ccc2[nH]cc(C3=CCC(N(C)C)CC3)c2c1	C17H22N2	unknown
CN(C)CC1CC1c1c[nH]c2ccc(C#N)cc12	C15H17N3	unknown
CN(C)CC1CC1c1c[nH]c2ccc(F)cc12	C14H17FN2	unknown
C[N+](C)(CCl)CCc1c[nH]c2ccccc12	C13H18ClN2	tryptamine
COc1cc2c(cc1I)OCCC(NC(=O)C(F)(F)F)C2	C13H13F3INO3	unknown
COc1cc2c(cc1C(F)(F)F)OCCC(NC(=O)C(F)(F)F)C2	C14H13F6NO3	unknown
CCCCN(CCC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1	C23H31N3O	unknown
CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21	C33H35N5O5	unknown
CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)CC2c3cccc4[nH]cc(c34)C[C@H]21	C33H37N5O5	unknown
CCOc1ccc(/C=C/[N+](=O)[O-])c(OCC)c1	C12H15NO4	unknown
CCOc1cc(OC)ccc1/C=C/[N+](=O)[O-]	C11H13NO4	unknown
COc1cc(C)c(/C=C/[N+](=O)[O-])c(OC)c1	C11H13NO4	unknown
CCOc1cc(C)c(/C=C/[N+](=O)[O-])c(OCC)c1	C13H17NO4	unknown
CCOc1cc(OC)cc(C)c1/C=C/[N+](=O)[O-]	C12H15NO4	unknown
COc1cc(C)c(/C=C/[N+](=O)[O-])c(C)c1	C11H13NO3	unknown
CCOc1cc(C)c(/C=C/[N+](=O)[O-])c(C)c1	C12H15NO3	unknown
COc1cc(C)cc(C)c1/C=C/[N+](=O)[O-]	C11H13NO3	unknown
CCOc1cc(C)cc(C)c1/C=C/[N+](=O)[O-]	C12H15NO3	unknown
COc1cc(C)cc(OC)c1/C=C/[N+](=O)[O-]	C11H13NO4	unknown
COc1cc(Br)cc(/C=C/[N+](=O)[O-])c1OC	C10H10BrNO4	unknown
COc1cc(/C=C/[N+](=O)[O-])c(OC)c(OC)c1	C11H13NO5	unknown
COc1ccc(OC)c(OC)c1/C=C/[N+](=O)[O-]	C11H13NO5	unknown
CC(N)Cc1c[nH]c2ccc(Br)cc12	C11H13BrN2	tryptamine
CC(N)Cc1c(-c2ccccc2)n(C)c2ccccc12	C18H20N2	tryptamine
CC(N)Cc1c(-c2ccccc2)[nH]c2ccccc12	C17H18N2	tryptamine
NC12CCCCC1Cc1ccccc12	C13H17N	arylcycloalkylamine
c1ccc(C23CCCCC2CCCN3)cc1	C15H21N	arylcycloalkylamine
c1ccc2c(c1)C1CCC2(N2CCCCC2)CC1	C17H23N	arylcycloalkylamine
c1ccc2c(c1)C1CCCCC21N1CCCCC1	C17H23N	arylcycloalkylamine
c1ccc2c(c1)C1CCCC2(N2CCCCC2)C1	C17H23N	arylcycloalkylamine
c1ccc2c(c1)C1CCC2(N2CCCCC2)C1	C16H21N	arylcycloalkylamine
c1ccc([C@@]2(N3CCCCC3)C[C@H]3C[C@H]3C2)cc1	C17H23N	arylcycloalkylamine
c1ccc([C@@]2(N3CCCCC3)CC[C@@H]3C[C@@H]32)cc1	C17H23N	arylcycloalkylamine
c1ccc([C@@]2(N3CCCCC3)CC[C@H]3C[C@H]32)cc1	C17H23N	arylcycloalkylamine
c1ccc([C@]2(N3CCCCC3)CC[C@H]3C[C@H]32)cc1	C17H23N	arylcycloalkylamine
COc1ccccc1C1(N)CCCCC1	C13H19NO	arylcycloalkylamine
NC1(c2ccc3c(c2)OCO3)CCCCC1	C13H17NO2	arylcycloalkylamine
NC1(c2ccc3c(c2)OCCO3)CCCCC1	C14H19NO2	arylcycloalkylamine
CCOc1cccc(C2(N)CCCCC2)c1	C14H21NO	arylcycloalkylamine
NC1(c2ccc3c(c2)CCO3)CCCCC1	C14H19NO	arylcycloalkylamine
COc1cc(OC)cc(C2(N)CCCCC2)c1	C14H21NO2	arylcycloalkylamine
COc1ccc(C2(N)CCCCC2)cc1C	C14H21NO	arylcycloalkylamine
Cc1cc(C2(N)CCCCC2)ccc1F	C13H18FN	arylcycloalkylamine
NC1(c2cccc(F)c2)CCCCC1	C12H16FN	arylcycloalkylamine
c1cc2c(cc1C1(N3CCCCC3)CCCCC1)OCO2	C18H25NO2	arylcycloalkylamine
CC(C)Oc1cccc(C2(N3CCCCC3)CCCCC2)c1	C20H31NO	arylcycloalkylamine
c1cc2c(cc1C1(N3CCCCC3)CCCCC1)CCO2	C19H27NO	arylcycloalkylamine
COc1ccc(C2(N3CCCCC3)CCCCC2)cc1C	C19H29NO	arylcycloalkylamine
Cc1cc(C2(N3CCCCC3)CCCCC2)ccc1F	C18H26FN	arylcycloalkylamine
FC(F)(F)Oc1cccc(C2(N3CCCCC3)CCCCC2)c1	C18H24F3NO	arylcycloalkylamine
COc1ccc(C2(N3CCCCC3)CCCCC2)cc1OC	C19H29NO2	arylcycloalkylamine
COc1cc(OC)cc(C2(N3CCCCC3)CCCCC2)c1	C19H29NO2	arylcycloalkylamine
COc1ccc(OC)c(C2(N3CCCCC3)CCCCC2)c1	C19H29NO2	arylcycloalkylamine
COc1ccccc1C1(N2CCCC2)CCCCC1	C17H25NO	arylcycloalkylamine
c1cc2c(cc1C1(N3CCCC3)CCCCC1)OCO2	C17H23NO2	arylcycloalkylamine
CNC1(c2cccc(OC)c2)CCCCC1	C14H21NO	arylcycloalkylamine
CCCNC1(c2cccc(C)c2)CCCCC1	C16H25N	arylcycloalkylamine
CCCNC1(c2ccc3c(c2)OCO3)CCCCC1	C16H23NO2	arylcycloalkylamine
NC1(c2cccs2)CC2CCC1C2	C11H15NS	arylcycloalkylamine
COc1cccc(C2(N)CC3CCC2C3)c1	C14H19NO	arylcycloalkylamine
COc1ccc(C2(N)CC3CCC2C3)cc1	C14H19NO	arylcycloalkylamine
Cc1cccc(C2(N)CC3CCC2C3)c1	C14H19N	arylcycloalkylamine
NC1(c2ccc3c(c2)OCO3)CC2CCC1C2	C14H17NO2	arylcycloalkylamine
c1csc(C2(N3CCCCC3)CC3CCC2C3)c1	C16H23NS	arylcycloalkylamine
COc1cccc(C2(N3CCCCC3)CC3CCC2C3)c1	C19H27NO	arylcycloalkylamine
Cc1cccc(C2(N3CCCCC3)CC3CCC2C3)c1	C19H27N	arylcycloalkylamine
c1cc2c(cc1C1(N3CCCCC3)CC3CCC1C3)OCO2	C19H25NO2	arylcycloalkylamine
COc1cccc(C2(N3CCCC3)CC3CCC2C3)c1	C18H25NO	arylcycloalkylamine
c1cc2c(cc1C1(N3CCCC3)CC3CCC1C3)OCO2	C18H23NO2	arylcycloalkylamine
CCNC1(c2ccccc2)CC2CCC1C2	C15H21N	arylcycloalkylamine
CCCNC1(c2ccccc2)CC2CCC1C2	C16H23N	arylcycloalkylamine
CCNC1(c2cccc(OC)c2)CC2CCC1C2	C16H23NO	arylcycloalkylamine
CCCNC1(c2cccc(OC)c2)CC2CCC1C2	C17H25NO	arylcycloalkylamine
CCNC1(c2cccc(C)c2)CC2CCC1C2	C16H23N	arylcycloalkylamine
CCCNC1(c2cccc(C)c2)CC2CCC1C2	C17H25N	arylcycloalkylamine
c1csc(C2(N3CCCC3)CC3CCC2C3)c1	C15H21NS	arylcycloalkylamine
COc1cc(CC#N)cc(OC)c1O	C10H11NO3	unknown
CC1N=CONC1c1ccc(F)cc1	C10H11FN2O	unknown
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1	C22H30Cl2N2O2	unknown
NC1(c2ccccc2Cl)CCCCC1=O	C12H14ClNO	arylcycloalkylamine
COc1cc(SC)c(OC)cc1C=O	C10H12O3S	unknown
CCSc1cc(OC)c(C=O)cc1OC	C11H14O3S	unknown
CCCSc1cc(OC)c(C=O)cc1OC	C12H16O3S	unknown
CCCCSc1cc(OC)c(C=O)cc1OC	C13H18O3S	unknown
CCCCCSc1cc(OC)c(C=O)cc1OC	C14H20O3S	unknown
COc1cc(SC(C)C)c(OC)cc1C=O	C12H16O3S	unknown
COc1cc(SC)c(OC)cc1/C=C(\C)[N+](=O)[O-]	C12H15NO4S	unknown
CCSc1cc(OC)c(/C=C(\C)[N+](=O)[O-])cc1OC	C13H17NO4S	unknown
CCCSc1cc(OC)c(/C=C(\C)[N+](=O)[O-])cc1OC	C14H19NO4S	unknown
CCCCSc1cc(OC)c(/C=C(\C)[N+](=O)[O-])cc1OC	C15H21NO4S	unknown
CCCCCSc1cc(OC)c(/C=C(\C)[N+](=O)[O-])cc1OC	C16H23NO4S	unknown
COc1cc(SC(C)C)c(OC)cc1/C=C(\C)[N+](=O)[O-]	C14H19NO4S	unknown
COc1cc(SCCc2ccccc2)c(OC)cc1C=O	C17H18O3S	unknown
COc1cc(SCCc2ccccc2)c(OC)cc1/C=C(\C)[N+](=O)[O-]	C19H21NO4S	unknown
CCCCCn1cc(C(=S)c2cccc3ccccc23)c2ccccc21	C24H23NS	cannabinoid
CCCCCn1cc(S(=O)(=O)c2cccc3ccccc23)c2ccccc21	C23H23NO2S	cannabinoid
CCN(CC)CCCOc1ccc(C#N)cc1	C14H20N2O	unknown
CCOc1cc(/C=C/[N+](=O)[O-])cc(OC)c1OC	C12H15NO5	unknown
COc1cc(SC)c(OC)cc1/C=C/[N+](=O)[O-]	C11H13NO4S	unknown
O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1	C22H22FN3O3	unknown
CC(N)Cc1cn(C)c2ccc3c(c12)CCCO3	C15H20N2O	tryptamine
C[C@H](N)Cn1ncc2ccc(O)c(F)c21	C10H12FN3O	unknown
Cc1c(O)ccc2cnn(C[C@H](C)N)c12	C11H15N3O	unknown
CC(N)Cn1ncc2ccc(O)c(I)c21	C10H12IN3O	unknown
NCCn1ncc2ccc(O)cc21	C9H11N3O	unknown
Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1	C27H25F2N3OS	unknown
CN1C[C@H](C(=O)NC(C)(C)C)C=C2c3cccc4[nH]cc(c34)C[C@]21C	C21H27N3O	unknown
CC(NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@@]2(C)N(C)C1)c1ccccc1	C25H27N3O	unknown
CCC(C)N(C)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@@]2(C)N(C)C1	C22H29N3O	unknown
CCC(C)N(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@@]2(C)N(C)C1	C23H31N3O	unknown
CC1CCCC(C)N1C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@@]2(C)N(C)C1	C24H31N3O	unknown
CNCCc1cc(OC)c(I)cc1OC	C11H16INO2	unknown
CCCNCCc1cc(OC)c(I)cc1OC	C13H20INO2	unknown
COc1cc(CCNCc2cccc3c2OCC3)c(OC)cc1I	C19H22INO3	unknown
CN(C)CCc1c2n(c3ccccc13)C(c1cc(O)c(O)c(O)c1)C(O)C2c1ccc(O)cc1O	C27H28N2O6	unknown
COc1ccc(C(O)CNC(=O)/C=C/c2ccccc2)cc1	C18H19NO3	unknown
CC(C)NCC(O)c1ccc(O)cc1	C11H17NO2	unknown
CCN(CC)CCc1ccccc1	C12H19N	unknown
CCN(N=O)C(C)Cc1cccc(C(F)(F)F)c1	C12H15F3N2O	unknown
CCN(CC)C(=O)[C@@H]1C=C2c3cccc4c3C(O)(C[C@H]2N(C)C1)C(=O)N4	C20H25N3O3	unknown
Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2	C17H16ClN3O	unknown
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC	C17H27N3O4S	unknown
CN(C)CCC=C1c2ccccc2CCc2ccccc21	C20H23N	unknown
C[N+](C)([O-])CCC=C1c2ccccc2CCc2ccccc21	C20H23NO	unknown
CNCCC=C1c2ccccc2CCc2ccccc21	C19H21N	unknown
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21	C19H23ClN2	unknown
CNCCCN1c2ccccc2CCc2ccc(Cl)cc21	C18H21ClN2	unknown
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1	C18H19ClN4	unknown
Clc1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2	C17H17ClN4	unknown
CN(C)CCC=C1c2ccccc2C=Cc2ccccc21	C20H21N	unknown
CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21	C18H21N3O	unknown
CN(C)CC/C=C1\c2ccccc2CSc2ccccc21	C19H21NS	unknown
CN(C)CC/C=C1\c2ccccc2COc2ccccc21	C19H21NO	unknown
CNCC/C=C1\c2ccccc2COc2ccccc21	C18H19NO	unknown
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1	C22H26F3N3OS	unknown
OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1	C23H25F3N2OS	unknown
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1	C21H23ClFNO2	unknown
OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1	C21H27ClN2O2	unknown
CNCCCN1c2ccccc2CCc2ccccc21	C18H22N2	unknown
COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2	C19H24N2OS	unknown
CNCCCC12CCC(c3ccccc31)c1ccccc12	C20H23N	unknown
O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1	C22H24FN3O2	unknown
CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1	C16H22FNO	unknown
CN1CCN2c3ccccc3Cc3ccccc3C2C1	C18H20N2	unknown
CN1CCN2c3ncccc3Cc3ccccc3C2C1	C17H19N3	unknown
O=C(NCCN1CCOCC1)c1ccc(Cl)cc1	C13H17ClN2O2	unknown
