smiles	properties
COc1ccc2c(c1)c(CCN(CC(C)C)C)c[nH]2	tryptamine
CCCN(CCC)CCc1c[nH]c2c1cc(O)cc2	tryptamine
COc1cccc2c1c(c[nH]2)CC(N)C	tryptamine
COc1ccc2c(c1)[nH]cc2CC(N)C	tryptamine
COc1cccc2c1c(c[nH]2)C1CC1N	tryptamine
COc1ccc2c(c1)c(c[nH]2)C1CC1N	tryptamine
NC1CC1c1c[nH]c2c1cc(F)cc2	tryptamine
COc1cc(OC)c2c(c1)c(CCN(C)C)c[nH]2	tryptamine
CSc1ccc2c(c1)[nH]cc2CCN(C)C	tryptamine
CCC(N(CCc1c[nH]c2c1cccc2)C)C	tryptamine
CCC(N(C(CC)C)CCc1c[nH]c2c1cccc2)C	tryptamine
O=CNCCc1c[nH]c2c1cccc2	tryptamine
NCCc1c[nH]c2c1cc(OCC)cc2	tryptamine
CN(CCc1c[nH]c2c1c(Cl)ccc2)C	tryptamine
CN(CCc1c[nH]c2c1c(ccc2)N(=O)=O)C	tryptamine
NCCc1c[nH]c2c1c(ccc2)N(=O)=O	tryptamine
NCCc1c[nH]c2c1c(N)ccc2	tryptamine
CN(CCc1c[nH]c2c1ccc(c2)N(=O)=O)C	tryptamine
NCCc1c[nH]c2c1ccc(c2)N(=O)=O	tryptamine
OC(=O)CCNCCc1c[nH]c2c1c(ccc2)N(=O)=O	tryptamine
OC(=O)CCNCCc1c[nH]c2c1ccc(c2)N(=O)=O	tryptamine
CCN(C(=O)CCN(CCc1c[nH]c2c1ccc(c2)N(=O)=O)C)CC	tryptamine
CCN(C(=O)CCN(CCc1c[nH]c2c1c(ccc2)N(=O)=O)C)CC	tryptamine
CN(CCc1c[nH]c2c1ccc(c2)N)C	tryptamine
NCCc1c[nH]c2c1ccc(c2)N	tryptamine
CCCCCN(CCc1c[nH]c2c1cccc2)CCCCC	tryptamine
CCCCCCN(CCc1c[nH]c2c1cccc2)CCCCCC	tryptamine
COc1cccc2c1c(CCN(C)C)cn2S(=O)(=O)C(C)C	tryptamine
CCCS(=O)(=O)n1cc(c2c1cccc2OC)CCN(C)C	tryptamine
CCCCS(=O)(=O)n1cc(c2c1cccc2OC)CCN(C)C	tryptamine
NCCc1cn(c2c1cc(OC)cc2)C(C)C	tryptamine
COc1ccc2c(c1)c(CCN(C)C)cn2C(C)C	tryptamine
COc1ccc2c(c1)c(CCNCc1ccccc1OC)c[nH]2	tryptamine
CCN(C(C)C)CCc1c[nH]c2c1cc(OC)cc2	tryptamine
COc1cc2c(CCNCC=C)c[nH]c2cc1	tryptamine
COc1ccc2c(c1)c(CCN(CC#C)CC#C)c[nH]2	tryptamine
C=CCN(CCc1c[nH]c2c1c(O)ccc2)CC=C	tryptamine
C=CCN(CCc1c[nH]c2c1c(ccc2)OC(=O)C)CC=C	tryptamine
CCN(CCc1c[nH]c2c1c(ccc2)OC(=O)C)C	tryptamine
C=CCN(CCc1c[nH]c2c1c(OC)ccc2)CC=C	tryptamine
Oc1cccc2c1c(CCN(Cc1ccccc1)Cc1ccccc1)c[nH]2	tryptamine
CN(C1CCCC1)CCc1c[nH]c2c1c(O)ccc2	tryptamine
CC1CCCC(N1CCc1c[nH]c2c1c(O)ccc2)C	tryptamine
Oc1cccc2c1c(CCN1CCC(CC1)c1ccccc1)c[nH]2	tryptamine
Fc1ccc(cc1)C1(O)CCN(CC1)CCc1c[nH]c2c1c(O)ccc2	tryptamine
CN1CCN(CC1)CCc1c[nH]c2c1c(O)ccc2	tryptamine
CCC(=O)Oc1cccc2c1c(CCN(C(C)C)C(C)C)c[nH]2	tryptamine
CCC(=O)c1cccc2c1c(CCN(C(C)C)C(C)C)c[nH]2	tryptamine
CC(=O)Oc1cccc2c1c(CCN(C(C)C)C)c[nH]2	tryptamine
CCOc1ccccc1CNCCc1c[nH]c2c1cccc2	tryptamine
COc1ccccc1C(NCCc1c[nH]c2c1cccc2)C	tryptamine
COc1ccc2c(c1)c(CCNCc1ccccc1)c[nH]2	tryptamine
COc1ccc2c(c1)c(CCNCc1ccccc1O)c[nH]2	tryptamine
COc1ccc2c(c1)c(CCNCc1ccccc1OC(F)(F)F)c[nH]2	tryptamine
c1ccc(cc1)CNCCc1c[nH]c2c1cccc2	tryptamine
Oc1ccccc1CNCCc1c[nH]c2c1cccc2	tryptamine
COc1ccccc1CNCCc1c[nH]c2c1cccc2	tryptamine
CCC(Cc1c[nH]c2c1c(C)ccc2)N	tryptamine
CCc1[nH]c2c(c1CCN(C)C)cc(cc2)OC	tryptamine
COc1ccc2c(c1)c(CCN(C)C)c([nH]2)c1ccccc1	tryptamine
CCN(CCc1c(C)[nH]c2c1cc(OC)cc2)CC	tryptamine
CCCN(CCc1c(C)[nH]c2c1cc(OC)cc2)CCC	tryptamine
COc1ccc2c(c1)c(CCN(C(C)C)C(C)C)c([nH]2)C	tryptamine
COc1ccc2c(c1)c(CCN(CC=C)CC=C)c([nH]2)C	tryptamine
CCCN(CCc1c(C)[nH]c2c1cc(OC)cc2)C	tryptamine
COc1ccc2c(c1)c(CCN(C(C)C)C)c([nH]2)C	tryptamine
CCN(C(C)C)CCc1c(C)[nH]c2c1cc(OC)cc2	tryptamine
CCN(CCc1c(C)[nH]c2c1cc(OC)cc2)C	tryptamine
CCCN(CCc1c(C)[nH]c2c1cc(OC)cc2)CC	tryptamine
CCN(CC(=C)C)CCc1c(C)[nH]c2c1cc(OC)cc2	tryptamine
COc1ccc2c(c1)c(CCN(C1CCCCC1)CC=C)c([nH]2)C	tryptamine
Cc1c(CCN(CC=C)C)c2c([nH]1)ccc(c2)OC	tryptamine
CCOc1ccc2c(c1)c(CCN(CC)CC)c[nH]2	tryptamine
CCCN(CCc1c[nH]c2c1cc(OCC)cc2)CCC	tryptamine
CCOc1ccc2c(c1)c(CCN(C(C)C)C(C)C)c[nH]2	tryptamine
CCOc1ccc2c(c1)c(CCN(CC=C)CC=C)c[nH]2	tryptamine
CCCN(CCc1c[nH]c2c1cc(OCC)cc2)C	tryptamine
CCOc1ccc2c(c1)c(CCN(C(C)C)C)c[nH]2	tryptamine
CCOc1ccc2c(c1)c(CCN(C(C)C)CC)c[nH]2	tryptamine
CCOc1ccc2c(c1)c(CCN(CC(=C)C)CC)c[nH]2	tryptamine
CCOc1ccc2c(c1)c(CCN(C1CCCCC1)CC=C)c[nH]2	tryptamine
CCOc1ccc2c(c1)c(CCN(CC)C)c[nH]2	tryptamine
CCCN(CCc1c[nH]c2c1cc(OCC)cc2)CC	tryptamine
CC(Cc1c[nH]c2c1cccc2C)N	tryptamine
CCC(Cc1c[nH]c2c1cccc2C)N	tryptamine
CCCCCS(=O)(=O)n1cc(c2c1cccc2OC)CCN(C)C	tryptamine
CCCCCCCCS(=O)(=O)n1cc(c2c1cccc2OC)CCN(C)C	tryptamine
CN(CCc1cn(c2c1c(O)cc(c2)F)C(C)C)C	tryptamine
CN(Cc1ccccc1)CCc1c[nH]c2c1cccc2	tryptamine
CN(Cc1ccc(cc1)Br)CCc1c[nH]c2c1cccc2	tryptamine
CN(CCc1c[nH]c2c1cccc2)CCc1ccccc1	tryptamine
CN(CCc1c[nH]c2c1cccc2)CCc1ccccc1C	tryptamine
CN(CCc1c[nH]c2c1cccc2)CCc1ccccc1F	tryptamine
CN(CCc1c[nH]c2c1cccc2)CCc1ccccc1Cl	tryptamine
CN(CCc1cc(C)ccc1C)CCc1c[nH]c2c1cccc2	tryptamine
COc1ccccc1CCN(CCc1c[nH]c2c1cccc2)C	tryptamine
COc1ccc(c(c1)CCN(CCc1c[nH]c2c1cccc2)C)OC	tryptamine
CN(CCc1c[nH]c2c1cccc2)CCc1c(Cl)cccc1Cl	tryptamine
CN(CCc1c[nH]c2c1cccc2)CCc1cccc(c1)C	tryptamine
CN(CCc1c[nH]c2c1cccc2)CCc1cccc(c1)OC(=O)C	tryptamine
COc1cccc(c1)CCN(CCc1c[nH]c2c1cccc2)C	tryptamine
CN(CCc1c[nH]c2c1cccc2)CCc1cccc(c1)Cl	tryptamine
CN(CCc1c[nH]c2c1cccc2)CCc1cccc(c1)Br	tryptamine
CN(CCc1cc(C)cc(c1)C)CCc1c[nH]c2c1cccc2	tryptamine
COc1cc(CCN(CCc2c[nH]c3c2cccc3)C)ccc1OC	tryptamine
CN(CCc1c[nH]c2c1cccc2)CCc1ccc(c(c1)Cl)Cl	tryptamine
CN(CCc1c[nH]c2c1cccc2)CCc1ccc(cc1)C	tryptamine
COc1ccc(cc1)CCN(CCc1c[nH]c2c1cccc2)C	tryptamine
CN(CCc1c[nH]c2c1cccc2)CCc1ccc(cc1)F	tryptamine
CN(CCc1c[nH]c2c1cccc2)CCc1ccc(cc1)Cl	tryptamine
CN(CCc1c[nH]c2c1cccc2)CCc1ccc(cc1)Br	tryptamine
CN(CCc1c[nH]c2c1cccc2)CCc1ccc(cc1)N(=O)=O	tryptamine
CN(CCc1c[nH]c2c1cccc2)CCc1ccc(cc1)c1ccccc1	tryptamine
CN(CCc1c[nH]c2c1cccc2)CCc1c[nH]c2c1cccc2	tryptamine
COc1ccc2c(c1)c(CCN(CCc1c[nH]c3c1cccc3)C)c[nH]2	tryptamine
CN(CCc1c[nH]c2c1cccc2)CCc1cccc2c1cccc2	tryptamine
CN(CCc1c[nH]c2c1cccc2)CCc1ccc2c(c1)cccc2	tryptamine
CN(CCc1c[nH]c2c1cccc2)CCCc1ccccc1	tryptamine
COc1cc(CCCN(CCc2c[nH]c3c2cccc3)C)cc(c1OC)OC	tryptamine
CN(CCc1c[nH]c2c1cccc2)CCCCc1ccccc1	tryptamine
CN(CCc1c[nH]c2c1cccc2)CCCSc1ccccc1	tryptamine
CCCCCN(CCc1c[nH]c2c1cccc2)C	tryptamine
CCCCCCN(CCc1c[nH]c2c1cccc2)C	tryptamine
CCCCCCCN(CCc1c[nH]c2c1cccc2)C	tryptamine
CCCCCCCCN(CCc1c[nH]c2c1cccc2)C	tryptamine
CCCCCCCCCCCCN(CCc1c[nH]c2c1cccc2)C	tryptamine
CCCCCCCCCCCCCCN(CCc1c[nH]c2c1cccc2)C	tryptamine
CCCCCCCCCCCCCCCCCCN(CCc1c[nH]c2c1cccc2)C	tryptamine
CN(CC1CC1)CCc1c[nH]c2c1cccc2	tryptamine
CN(CC1CCCC1)CCc1c[nH]c2c1cccc2	tryptamine
CN(CC1CCCCC1)CCc1c[nH]c2c1cccc2	tryptamine
CN(CCc1c[nH]c2c1cc(Cl)cc2)C	tryptamine
CCC(CN(CCc1c[nH]c2c1cccc2)C)CC	tryptamine
C=CCN(CCc1c[nH]c2c1cccc2)C	tryptamine
C#CCN(CCc1c[nH]c2c1cccc2)C	tryptamine
CN(CCc1c[nH]c2c1cccc2)CCCC1CCCCC1	tryptamine
CN(CCc1c[nH]c2c1cccc2)C/C=C/c1ccccc1	tryptamine
COC(=O)CN(CCc1c[nH]c2c1cccc2)C	tryptamine
CN(CC(=O)OC(C)(C)C)CCc1c[nH]c2c1cccc2	tryptamine
CN(CC(=O)N)CCc1c[nH]c2c1cccc2	tryptamine
N#CCCN(CCc1c[nH]c2c1cccc2)C	tryptamine
CN(CCc1c[nH]c2c1cccc2)CCOC(=O)C	tryptamine
COc1ccc2c(c1)c(CCN(CCN(CCc1c[nH]c3c1cc(OC)cc3)C)C)c[nH]2	tryptamine
CN(CCc1c[nH]c2c1ccc(c2)Cl)C	tryptamine
COc1ccc2c(c1)c(CCN(Cc1ccccc1)C)c[nH]2	tryptamine
COc1ccc2c(c1)c(CCN(Cc1ccc(cc1)Br)C)c[nH]2	tryptamine
COc1ccc2c(c1)c(CCN(CCc1ccccc1)C)c[nH]2	tryptamine
COc1ccc2c(c1)c(CCN(CCc1ccccc1C)C)c[nH]2	tryptamine
COc1ccc2c(c1)c(CCN(CCc1ccccc1F)C)c[nH]2	tryptamine
COc1ccc2c(c1)c(CCN(CCc1ccccc1Cl)C)c[nH]2	tryptamine
COc1ccc2c(c1)c(CCN(CCc1cc(C)ccc1C)C)c[nH]2	tryptamine
COc1ccc2c(c1)c(CCN(CCc1ccccc1OC)C)c[nH]2	tryptamine
COc1ccc(c(c1)CCN(CCc1c[nH]c2c1cc(OC)cc2)C)OC	tryptamine
COc1ccc2c(c1)c(CCN(CCc1cccc(c1)C)C)c[nH]2	tryptamine
COc1ccc2c(c1)c(CCN(CCc1cccc(c1)Cl)C)c[nH]2	tryptamine
COc1ccc2c(c1)c(CCN(CCc1cccc(c1)Br)C)c[nH]2	tryptamine
COc1ccc2c(c1)c(CCN(CCc1cc(C)cc(c1)C)C)c[nH]2	tryptamine
COc1ccc2c(c1)c(CCN(CCc1ccc(c(c1)OC)OC)C)c[nH]2	tryptamine
COc1ccc2c(c1)c(CCN(CCc1ccc(c(c1)Cl)Cl)C)c[nH]2	tryptamine
COc1ccc2c(c1)c(CCN(CCc1ccc(cc1)C)C)c[nH]2	tryptamine
COc1ccc(cc1)CCN(CCc1c[nH]c2c1cc(OC)cc2)C	tryptamine
COc1ccc2c(c1)c(CCN(CCc1ccc(cc1)F)C)c[nH]2	tryptamine
COc1ccc2c(c1)c(CCN(CCc1ccc(cc1)Br)C)c[nH]2	tryptamine
COc1ccc2c(c1)c(CCN(CCc1ccc(cc1)N(=O)=O)C)c[nH]2	tryptamine
COc1ccc2c(c1)c(CCN(CCc1ccc(cc1)c1ccccc1)C)c[nH]2	tryptamine
COc1ccc2c(c1)c(CCN(CCc1c[nH]c3c1cc(OC)cc3)C)c[nH]2	tryptamine
COc1ccc2c(c1)c(CCN(CCc1cccc3c1cccc3)C)c[nH]2	tryptamine
COc1ccc2c(c1)c(CCN(CCc1ccc3c(c1)cccc3)C)c[nH]2	tryptamine
COc1ccc2c(c1)c(CCN(CCCc1ccccc1)C)c[nH]2	tryptamine
COc1ccc2c(c1)c(CCN(CCCc1cc(OC)c(c(c1)OC)OC)C)c[nH]2	tryptamine
COc1ccc2c(c1)c(CCN(CCCCc1ccccc1)C)c[nH]2	tryptamine
COc1ccc2c(c1)c(CCN(CCCSc1ccccc1)C)c[nH]2	tryptamine
CCCCN(CCc1c[nH]c2c1cc(OC)cc2)C	tryptamine
CCCCCN(CCc1c[nH]c2c1cc(OC)cc2)C	tryptamine
CCCCCCCCN(CCc1c[nH]c2c1cc(OC)cc2)C	tryptamine
CCCCCCCCCCCCN(CCc1c[nH]c2c1cc(OC)cc2)C	tryptamine
CCCCCCCCCCCCCCN(CCc1c[nH]c2c1cc(OC)cc2)C	tryptamine
CCCCCCCCCCCCCCCCCCN(CCc1c[nH]c2c1cc(OC)cc2)C	tryptamine
COc1ccc2c(c1)c(CCN(CC1CCCC1)C)c[nH]2	tryptamine
COc1ccc2c(c1)c(CCN(CC1CCCCC1)C)c[nH]2	tryptamine
NCCc1c[nH]c2c1ccc(c2)Cl	tryptamine
CCC(CN(CCc1c[nH]c2c1cc(OC)cc2)C)CC	tryptamine
CN(CC=C)CCc1c[nH]c2c1cc(OC)cc2	tryptamine
CN(CC#C)CCc1c[nH]c2c1cc(OC)cc2	tryptamine
COc1ccc2c(c1)c(CCN(CCCC1CCCCC1)C)c[nH]2	tryptamine
COc1ccc2c(c1)c(CCN(C/C=C/c1ccccc1)C)c[nH]2	tryptamine
COC(=O)CN(CCc1c[nH]c2c1cc(OC)cc2)C	tryptamine
COc1ccc2c(c1)c(CCN(CC(=O)OC(C)(C)C)C)c[nH]2	tryptamine
CCc1ccc2c(c1)c(CCN(C)C)c[nH]2	tryptamine
COc1c(OC)c(OC)cc2c1c(CCN(C)C)c[nH]2	tryptamine
NCCc1c[nH]c2c1c(OC)c(c(c2)OC)OC	tryptamine
CN(CC(=O)N)CCc1c[nH]c2c1cc(OC)cc2	tryptamine
CN(CCC#N)CCc1c[nH]c2c1cc(OC)cc2	tryptamine
CCN(C(=O)CCN(CCc1c[nH]c2c1cc(OC)cc2)C)CC	tryptamine
CN(CCc1c[nH]c2c1cccc2Br)C	tryptamine
CCc1cccc2c1[nH]cc2CCN(C)C	tryptamine
CCCCCCCCCOc1ccc2c(c1)c(CCN)c[nH]2	tryptamine
NCCc1c[nH]c2c1c(C)c(c(c2)O)O	tryptamine
NCCc1c[nH]c2c1cc(O)c(c2C)O	tryptamine
NCCc1c[nH]c2c1c(C)c(O)c(c2C)O	tryptamine
CC(Cc1c[nH]c2c1c(Cl)ccc2)N	tryptamine
CC(Cc1c[nH]c2c1ccc(c2)O)N	tryptamine
CCN(CCc1c[nH]c2c1c(F)ccc2)CC	tryptamine
Fc1cccc2c1c(CCN1CCOCC1)c[nH]2	tryptamine
Fc1cccc2c1c(CCN1CCCCC1)c[nH]2	tryptamine
CCN(CCc1c[nH]c2c1cc(F)cc2)CC	tryptamine
NCCc1c[nH]c2c1ccc(c2)O	tryptamine
OC(=O)[C@H](Cc1c[nH]c2c1ccc(c2)O)N	tryptamine
ONC(Cc1c[nH]c2c1cccc2)C	tryptamine
NCCc1c[nH]c2c1cc(CC)cc2	tryptamine
NCCc1c[nH]c2c1cc(cc2)C(=O)C	tryptamine
NCCc1c[nH]c2c1cc(cc2)OC(=O)CC	tryptamine
NCCc1c[nH]c2c1cc(cc2)OC(=O)C(C)C	tryptamine
NCCc1c[nH]c2c1cc(cc2)OC(=O)C(C)(C)C	tryptamine
COc1cc(Br)c2c(c1)c(c[nH]2)CC(N)C	tryptamine
COc1ccc2c(c1Br)c(c[nH]2)CC(N)C	tryptamine
CCC(Cc1c[nH]c2c1c(Br)c(cc2)OC)N	tryptamine
COc1cc2c(c[nH]c2cc1Br)CC(N)C	tryptamine
CCC(Cc1c[nH]c2c1cc(OC)c(c2)Br)N	tryptamine
CCC(Cc1c[nH]c2c1cc(OC)cc2Br)N	tryptamine
Cc1c(CCN)c2c([nH]1)ccc(c2)O	tryptamine
NCCc1c(C)[nH]c2c1cc(OC)cc2	tryptamine
CCCc1[nH]c2c(c1CCN(C)C)cc(cc2)OC	tryptamine
COc1ccc2c(c1)c(CCN(C)C)cn2C	tryptamine
COc1ccc2c(c1)c(CCN(C)C)cn2CC	tryptamine
CCCn1cc(c2c1ccc(c2)OC)CCN(C)C	tryptamine
COc1ccc2c(c1)c(CCN(C)C)c1n2CCCC1	tryptamine
CCCN(CCc1c[nH]c2c1c(O)ccc2)CC	tryptamine
COc1cccc2c1c(CCN(C)C)cn2S(=O)(=O)c1ccc(cc1)OC	tryptamine
COc1cccc2c1c(CCN(C)C)cn2S(=O)(=O)c1ccc(cc1)C(F)(F)F	tryptamine
COc1cccc2c1c(CCN(C)C)cn2S(=O)(=O)c1ccc(cc1)Cl	tryptamine
COc1cccc2c1c(CCN(C)C)cn2Sc1ccccc1	tryptamine
NC(C(F)(F)F)Cc1c[nH]c2c1cccc2	tryptamine
[O-]C(=O)[C@@H]([N+](C)(C)C)Cc1c[nH]c2c1cccc2	tryptamine
CN[C@H](C(=O)O)Cc1c[nH]c2c1cccc2	tryptamine
CN(CCc1c[nH]c2c1cc(C)c(c2C)C)C	tryptamine
CN(CCc1cn(c2c1cc(O)cc2)C)C	tryptamine
c1ccc(cc1)/C=N/CCc1c[nH]c2c1cccc2	tryptamine
OC[C@@H]1Cc2c(C1)c(ccc2)Oc1cccc(c1)OS(=O)(=O)CCCC(F)(F)F	cannabinoid
CC(Cc1c[nH]c2c1cc(OCc1cccs1)cc2)N	tryptamine
CC(Cc1c[nH]c2c1cc(OCc1cscc1)cc2)N	tryptamine
CC(Cc1c[nH]c2c1cc(OCc1ccccn1)cc2)N	tryptamine
CC(Cc1c[nH]c2c1cc(OCc1cccnc1)cc2)N	tryptamine
CC(Cc1c[nH]c2c1cc(OCc1ccncc1)cc2)N	tryptamine
CC(Cc1c[nH]c2c1cc(OCc1ccccc1)cc2)N	tryptamine
CC(Cc1c[nH]c2c1cc(OCc1ccccc1C(F)(F)F)cc2)N	tryptamine
CC(Cc1c[nH]c2c1cc(OCc1cccc(c1)C(F)(F)F)cc2)N	tryptamine
CC(Cc1c[nH]c2c1cc(OCc1ccc(cc1)C(F)(F)F)cc2)N	tryptamine
CC(Cc1c[nH]c2c1cc(OCc1ccccc1F)cc2)N	tryptamine
CC(Cc1c[nH]c2c1cc(OCc1cccc(c1)F)cc2)N	tryptamine
CC(Cc1c[nH]c2c1cc(OCc1ccc(cc1)F)cc2)N	tryptamine
CC(Cc1c[nH]c2c1cc(OCc1ccccc1C)cc2)N	tryptamine
CC(Cc1c[nH]c2c1cc(OCc1cccc(c1)C)cc2)N	tryptamine
CC(Cc1c[nH]c2c1cc(OCc1ccc(cc1)C)cc2)N	tryptamine
COc1ccccc1COc1ccc2c(c1)c(c[nH]2)CC(N)C	tryptamine
COc1cccc(c1)COc1ccc2c(c1)c(c[nH]2)CC(N)C	tryptamine
COc1ccc(cc1)COc1ccc2c(c1)c(c[nH]2)CC(N)C	tryptamine
C=CCOc1ccc2c(c1)c(c[nH]2)CC(N)C	tryptamine
C=C/C=C/COc1ccc2c(c1)c(c[nH]2)CC(N)C	tryptamine
CC(Cc1c[nH]c2c1cc(OCC1CCCCC1)cc2)N	tryptamine
CC(Cc1c[nH]c2c1cc(OCCc1cccs1)cc2)N	tryptamine
CC(Cc1c[nH]c2c1cc(OCCc1cscc1)cc2)N	tryptamine
CC(Cc1c[nH]c2c1cc(OCCc1ccccc1)cc2)N	tryptamine
CC(Cc1c[nH]c2c1cc(cc2)OC(c1ccccc1)C)N	tryptamine
CC(Cc1c[nH]c2c1cc(cc2)OC(c1ccccc1)c1ccccc1)N	tryptamine
CC(Cc1c[nH]c2c1c(ccc2)OCc1ccccc1)N	tryptamine
CC(Cc1c[nH]c2c1ccc(c2)OCc1ccccc1)N	tryptamine
CC(Cc1c[nH]c2c1cccc2OCc1ccccc1)N	tryptamine
CC(Cc1cn(c2c1cc(OCc1ccccc1)cc2)C)N	tryptamine
CNC(Cc1c[nH]c2c1cc(OCc1ccccc1)cc2)C	tryptamine
CCNC(Cc1c[nH]c2c1cc(OCc1ccccc1)cc2)C	tryptamine
CCCNC(Cc1c[nH]c2c1cc(OCc1ccccc1)cc2)C	tryptamine
CC(NC(Cc1c[nH]c2c1cc(OCc1ccccc1)cc2)C)C	tryptamine
CN(C(Cc1c[nH]c2c1cc(OCc1ccccc1)cc2)C)C	tryptamine
CCN(C(Cc1c[nH]c2c1cc(OCc1ccccc1)cc2)C)CC	tryptamine
CCCN(C(Cc1c[nH]c2c1cc(OCc1ccccc1)cc2)C)CCC	tryptamine
CCC(Cc1c[nH]c2c1cc(OCc1ccccc1)cc2)N	tryptamine
NC(c1ccccc1)Cc1c[nH]c2c1cc(OCc1ccccc1)cc2	tryptamine
NCC(c1c[nH]c2c1cc(OCc1ccccc1)cc2)C	tryptamine
NCC(c1c[nH]c2c1cc(OCc1ccccc1)cc2)c1ccccc1	tryptamine
NCCc1c[nH]c2c1cc(OCc1cccs1)cc2	tryptamine
NCCc1c[nH]c2c1cc(OCc1cscc1)cc2	tryptamine
NCCc1c[nH]c2c1cc(OCc1ccccc1OC)cc2	tryptamine
NCCc1c[nH]c2c1cc(OCc1cccc(c1)OC)cc2	tryptamine
NCCc1c[nH]c2c1cc(OCc1ccc(cc1)OC)cc2	tryptamine
NCCc1c[nH]c2c1cc(OCc1ccccc1C(F)(F)F)cc2	tryptamine
NCCc1c[nH]c2c1cc(OCc1cccc(c1)C(F)(F)F)cc2	tryptamine
NCCc1c[nH]c2c1cc(OCc1ccc(cc1)C(F)(F)F)cc2	tryptamine
O=C(c1cccc(c1F)C(F)(F)F)/N=c/1\cc(n(n1CC1CC1)C)C(C)(C)C	cannabinoid
CCCOc1ccc2c(c1)c(CCN)c[nH]2	tryptamine
NCCc1c[nH]c2c1cc(cc2)OC(C)C	tryptamine
CCCCCOc1ccc2c(c1)c(CCN)c[nH]2	tryptamine
CCCCCCOc1ccc2c(c1)c(CCN)c[nH]2	tryptamine
NCCc1c[nH]c2c1cc(OC1CCCC1)cc2	tryptamine
NCCc1c[nH]c2c1cc(OCC1CCCC1)cc2	tryptamine
NCCc1c[nH]c2c1cc(cc2)OC1CCCCC1	tryptamine
NCCc1c[nH]c2c1cc(OCC1CCCCC1)cc2	tryptamine
CNCCc1c[nH]c2c1cc(OCC)cc2	tryptamine
CCCOc1ccc2c(c1)c(CCNC)c[nH]2	tryptamine
CNCCc1c[nH]c2c1cc(cc2)OC(C)C	tryptamine
CCCCCOc1ccc2c(c1)c(CCNC)c[nH]2	tryptamine
CCCCCCOc1ccc2c(c1)c(CCNC)c[nH]2	tryptamine
CNCCc1c[nH]c2c1cc(cc2)OC1CCCC1	tryptamine
CNCCc1c[nH]c2c1cc(OCC1CCCC1)cc2	tryptamine
CNCCc1c[nH]c2c1cc(OCC1CCCCC1)cc2	tryptamine
CNCCc1c[nH]c2c1cc(OCc1ccccc1)cc2	tryptamine
CCCOc1ccc2c(c1)c(CCN(CC)CC)c[nH]2	tryptamine
CCN(CCc1c[nH]c2c1cc(cc2)OC(C)C)CC	tryptamine
CCCCCOc1ccc2c(c1)c(CCN(CC)CC)c[nH]2	tryptamine
CCN(CCc1c[nH]c2c1cc(OCC1CCCCC1)cc2)CC	tryptamine
CCN(CCc1c[nH]c2c1cc(OCc1ccccc1)cc2)CC	tryptamine
CCOc1ccc2c(c1)c(CCN1CCCC1)c[nH]2	tryptamine
CCCOc1ccc2c(c1)c(CCN1CCCC1)c[nH]2	tryptamine
CC(Oc1ccc2c(c1)c(CCN1CCCC1)c[nH]2)C	tryptamine
c1ccc(cc1)COc1ccc2c(c1)c(CCN1CCCC1)c[nH]2	tryptamine
CCOc1ccc2c(c1)c(CCN1CCCCC1)c[nH]2	tryptamine
CC(Oc1ccc2c(c1)c(CCN1CCCCC1)c[nH]2)C	tryptamine
CCNCCc1cn(c2c1cc(OC)cc2)Cc1ccccc1	tryptamine
CCN(CCc1cn(c2c1cc(OC)cc2)Cc1ccccc1)CC	tryptamine
CC[N+](CCc1c[nH]c2c1cc(OCc1ccccc1)cc2)(CC)C	tryptamine
CN(CCc1c[nH]c2c1cc(cc2)C(=O)N)C	tryptamine
CCN(CCc1c[nH]c2c1cc(cc2)C(=O)N)CC	tryptamine
CCCN(CCC)CCc1c[nH]c2c1cc(cc2)C(=O)N	tryptamine
CC(N(C(C)C)CCc1c[nH]c2c1cc(cc2)C(=O)N)C	tryptamine
NC(=O)c1ccc2c(c1)c(CCN1CCCC1)c[nH]2	tryptamine
NC(=O)c1ccc2c(c1)c(CCN1CCCCC1)c[nH]2	tryptamine
NC(=O)c1ccc2c(c1)c(CCN1CCOCC1)c[nH]2	tryptamine
NC(=O)c1ccc2c(c1)c(CCN1CCN(CC1)c1ccccc1)c[nH]2	tryptamine
NC(=O)c1ccc2c(c1)c(CCN1CCN(CC1)Cc1ccccc1)c[nH]2	tryptamine
CNCCc1c[nH]c2c1cc(cc2)C(=O)N	tryptamine
CCNCCc1c[nH]c2c1cc(cc2)C(=O)N	tryptamine
CC(NCCc1c[nH]c2c1cc(cc2)C(=O)N)C	tryptamine
CCCCNCCc1c[nH]c2c1cc(cc2)C(=O)N	tryptamine
NC(=O)c1ccc2c(c1)c(CCNC(C)(C)C)c[nH]2	tryptamine
NCCc1c[nH]c2c1cc(cc2)C(=O)NC	tryptamine
NCCc1c[nH]c2c1cc(cc2)C(=O)N(C)C	tryptamine
NCCc1c[nH]c2c1cc(cc2)C(=O)OC	tryptamine
NCCc1c[nH]c2c1cc(cc2)C(=O)OCC	tryptamine
CN(CCc1c[nH]c2c1cc(cc2)C(=O)C)C	tryptamine
CC(=O)c1ccc2c(c1)c(CCN1CCCC1)c[nH]2	tryptamine
NCCc1c[nH]c2c1cc(cc2)c1ccccc1	tryptamine
NCCc1c[nH]c2c1cc(C#N)cc2	tryptamine
